Date,Total,China_daily,US_daily,United_Kingdom_daily,Italy_daily,France_daily,Germany_daily,Spain_daily,Iran_daily,Total_daily,China_daily_7d,US_daily_7d,United_Kingdom_daily_7d,Italy_daily_7d,France_daily_7d,Germany_daily_7d,Spain_daily_7d,Iran_daily_7d,Total_daily_7d
2020-01-22,549,548.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0,0,0,0,0,0,0,0,0
2020-01-23,644,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0,0,0,0,0,0,0,0,0
2020-01-24,924,277.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,280.0,0,0,0,0,0,0,0,0,0
2020-01-25,1411,486.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,487.0,0,0,0,0,0,0,0,0,0
2020-01-26,2083,669.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0,0,0,0,0,0,0,0,0
2020-01-27,2886,802.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,803.0,0,0,0,0,0,0,0,0,0
2020-01-28,5522,2632.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2636.0,787,1,0,0,1,1,0,0,789
2020-01-29,6102,578.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,580.0,791,1,0,0,1,1,0,0,793
2020-01-30,8156,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054.0,1071,1,0,0,1,1,0,0,1073
2020-01-31,9824,1661.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1668.0,1269,1,0,0,0,1,0,0,1271
2020-02-01,11918,2089.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2094.0,1498,1,0,0,0,1,0,0,1501
2020-02-02,16659,4739.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4741.0,2079,0,0,0,0,1,0,0,2082
2020-02-03,19756,3086.0,3.0,6.0,0.0,0.0,2.0,0.0,0.0,3097.0,2406,1,1,0,0,2,0,0,2410
2020-02-04,23747,3991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3991.0,2600,1,1,0,0,1,0,0,2604
2020-02-05,27481,3733.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3734.0,3050,1,1,0,0,1,0,0,3054
2020-02-06,30629,3147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3148.0,3207,1,1,0,0,1,0,0,3210
2020-02-07,34154,3523.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3525.0,3473,1,1,0,0,1,0,0,3476
2020-02-08,36867,2704.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,2713.0,3560,1,2,0,1,1,0,0,3564
2020-02-09,39885,3015.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3018.0,3314,1,2,0,1,1,0,0,3318
2020-02-10,42410,2525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2525.0,3234,0,1,0,1,0,0,0,3236
2020-02-11,44446,2032.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2036.0,2954,0,1,0,1,1,0,0,2957
2020-02-12,44820,373.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,374.0,2474,0,1,0,1,1,0,0,2477
2020-02-13,59958,15136.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15138.0,4187,0,1,0,1,1,0,0,4190
2020-02-14,66422,6463.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6464.0,4607,0,1,0,1,0,0,0,4610
2020-02-15,68478,2055.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2056.0,4514,0,1,0,0,0,0,0,4516
2020-02-16,70578,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,4383,0,1,0,0,0,0,0,4385
2020-02-17,72500,1921.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1922.0,4297,0,1,0,0,0,0,0,4299
2020-02-18,74277,1777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777.0,4261,0,1,0,0,0,0,0,4262
2020-02-19,74688,408.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,411.0,4266,0,1,0,0,0,0,0,4267
2020-02-20,75151,458.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,463.0,2169,0,1,0,0,0,0,1,2170
2020-02-21,75657,473.0,2.0,1.0,17.0,0.0,0.0,0.0,13.0,506.0,1313,0,1,2,0,0,0,3,1319
2020-02-22,77160,1451.0,0.0,0.0,42.0,0.0,0.0,0.0,10.0,1503.0,1227,0,1,8,0,0,0,4,1240
2020-02-23,77294,21.0,0.0,5.0,93.0,0.0,0.0,0.0,15.0,134.0,930,0,1,22,0,0,0,6,959
2020-02-24,77607,219.0,0.0,2.0,74.0,0.0,0.0,0.0,18.0,313.0,687,0,2,32,0,0,0,9,730
2020-02-25,78257,513.0,0.0,4.0,93.0,2.0,0.0,4.0,34.0,650.0,506,0,2,46,0,0,1,14,569
2020-02-26,78863,412.0,0.0,3.0,131.0,4.0,5.0,7.0,44.0,606.0,507,0,2,64,1,1,2,20,596
2020-02-27,79640,434.0,1.0,7.0,202.0,20.0,5.0,2.0,106.0,777.0,503,0,3,93,4,1,2,34,641
2020-02-28,80419,328.0,0.0,12.0,233.0,19.0,27.0,17.0,143.0,779.0,483,0,5,124,6,5,4,53,680
2020-02-29,81374,428.0,8.0,5.0,240.0,43.0,13.0,13.0,205.0,955.0,336,1,5,152,13,7,6,81,602
2020-03-01,83061,576.0,7.0,33.0,566.0,30.0,51.0,39.0,385.0,1687.0,416,2,9,220,17,14,12,134,824
2020-03-02,84323,204.0,23.0,40.0,342.0,61.0,33.0,36.0,523.0,1262.0,414,6,15,258,26,19,17,206,959
2020-03-03,85927,125.0,19.0,55.0,466.0,21.0,38.0,45.0,835.0,1604.0,358,8,22,311,28,25,23,320,1096
2020-03-04,87500,125.0,33.0,57.0,587.0,76.0,52.0,57.0,586.0,1573.0,317,13,30,377,39,31,30,398,1234
2020-03-05,89421,151.0,77.0,49.0,769.0,138.0,109.0,37.0,591.0,1921.0,277,24,36,458,55,46,35,467,1397
2020-03-06,92234,153.0,53.0,79.0,778.0,190.0,185.0,141.0,1234.0,2813.0,252,31,45,535,80,69,53,623,1688
2020-03-07,95440,80.0,166.0,55.0,1247.0,332.0,150.0,100.0,1076.0,3206.0,202,54,53,679,121,88,65,747,2009
2020-03-08,98411,53.0,116.0,54.0,1492.0,177.0,163.0,173.0,743.0,2971.0,127,70,56,812,142,104,84,798,2193
2020-03-09,102013,37.0,75.0,147.0,1797.0,286.0,265.0,400.0,595.0,3602.0,103,77,71,1019,174,137,136,809,2527
2020-03-10,105522,27.0,188.0,258.0,977.0,372.0,184.0,622.0,881.0,3509.0,89,101,100,1092,224,158,219,815,2799
2020-03-11,110966,34.0,365.0,411.0,2313.0,510.0,271.0,582.0,958.0,5444.0,76,149,150,1339,286,190,294,868,3352
2020-03-12,116433,11.0,439.0,489.0,2651.0,0.0,802.0,0.0,1075.0,5467.0,56,200,213,1608,267,289,288,937,3859
2020-03-13,126431,13.0,633.0,480.0,2547.0,1388.0,693.0,2955.0,1289.0,9998.0,36,283,271,1861,438,361,690,945,4885
2020-03-14,135155,32.0,759.0,364.0,3497.0,815.0,733.0,1159.0,1365.0,8724.0,30,368,315,2182,507,444,842,987,5674
2020-03-15,143142,26.0,234.0,442.0,3590.0,36.0,1043.0,1407.0,1209.0,7987.0,26,385,370,2482,487,570,1018,1053,6390
2020-03-16,155006,30.0,1467.0,612.0,3233.0,2151.0,1174.0,2144.0,1053.0,11864.0,25,584,437,2687,753,700,1267,1119,7570
2020-03-17,166320,25.0,1833.0,770.0,3526.0,1032.0,1144.0,1806.0,1178.0,11314.0,24,819,510,3051,847,837,1436,1161,8685
2020-03-18,180039,44.0,2657.0,1006.0,4207.0,1409.0,1042.0,2162.0,1192.0,13719.0,26,1146,595,3322,976,947,1662,1194,9868
2020-03-19,200716,54.0,4494.0,1061.0,5322.0,1846.0,2801.0,4053.0,1046.0,20677.0,32,1725,676,3703,1240,1233,2241,1190,12040
2020-03-20,222848,94.0,6367.0,1255.0,5986.0,1788.0,2958.0,2447.0,1237.0,22132.0,44,2544,787,4194,1297,1556,2168,1183,13774
2020-03-21,246992,55.0,5995.0,1197.0,6557.0,1705.0,2705.0,4964.0,966.0,24144.0,47,3292,906,4632,1424,1838,2712,1126,15977
2020-03-22,271692,130.0,8919.0,1423.0,5560.0,2298.0,1948.0,3394.0,1028.0,24700.0,62,4533,1046,4913,1747,1967,2996,1100,18364
2020-03-23,305240,58.0,11152.0,2349.0,4789.0,3359.0,4062.0,6368.0,1411.0,33548.0,66,5917,1294,5135,1920,2380,3599,1151,21462
2020-03-24,337120,94.0,10618.0,2392.0,5249.0,2252.0,4764.0,4749.0,1762.0,31880.0,76,7172,1526,5381,2094,2897,4020,1235,24400
2020-03-25,376149,71.0,12127.0,2708.0,5210.0,2959.0,4118.0,9630.0,2206.0,39029.0,79,8525,1769,5525,2315,3337,5086,1379,28016
2020-03-26,422942,123.0,17821.0,3111.0,6203.0,3921.0,4954.0,8271.0,2389.0,46793.0,89,10428,2062,5651,2612,3644,5689,1571,31747
2020-03-27,471210,91.0,18591.0,3245.0,5909.0,3793.0,5780.0,7933.0,2926.0,48268.0,89,12175,2346,5640,2898,4047,6473,1813,35480
2020-03-28,523826,92.0,22164.0,2852.0,5974.0,4648.0,6294.0,7516.0,3076.0,52616.0,94,14485,2583,5556,3319,4560,6837,2114,39548
2020-03-29,564502,94.0,16127.0,2894.0,5217.0,2603.0,3965.0,6875.0,2901.0,40676.0,89,15514,2793,5507,3362,4848,7335,2382,41830
2020-03-30,615221,81.0,22154.0,4302.0,4050.0,4349.0,4751.0,7846.0,3186.0,50719.0,92,17086,3072,5402,3504,4947,7546,2635,44283
2020-03-31,675167,1647.0,26381.0,4537.0,4053.0,7636.0,4615.0,7967.0,3110.0,59946.0,314,19338,3378,5231,4273,4925,8005,2828,48292
2020-04-01,737787,216.0,31175.0,4967.0,4782.0,4844.0,5453.0,8195.0,2988.0,62620.0,335,22059,3701,5170,4542,5116,7800,2939,51663
2020-04-02,798877,127.0,32276.0,4939.0,4668.0,2102.0,6156.0,7947.0,2875.0,61090.0,335,24124,3962,4950,4282,5288,7754,3009,53705
2020-04-03,862198,136.0,32401.0,4951.0,4585.0,5225.0,6174.0,7134.0,2715.0,63321.0,342,26097,4206,4761,4487,5344,7640,2979,55855
2020-04-04,901575,98.0,31845.0,4094.0,4805.0,-17076.0,6082.0,6969.0,2560.0,39377.0,343,27480,4383,4594,1383,5314,7562,2905,53964
2020-04-05,953601,104.0,29240.0,3620.0,4316.0,849.0,5936.0,5478.0,2483.0,52026.0,344,29353,4487,4466,1133,5595,7362,2845,55586
2020-04-06,1008121,144.0,31782.0,5356.0,3599.0,2659.0,3677.0,5029.0,2274.0,54520.0,353,30729,4638,4401,891,5442,6960,2715,56129
2020-04-07,1054462,81.0,30036.0,5484.0,3039.0,-3489.0,3834.0,5267.0,2089.0,46341.0,129,31251,4773,4256,-698,5330,6574,2569,54185
2020-04-08,1110881,217.0,31063.0,5170.0,3836.0,3855.0,4003.0,6278.0,1997.0,56419.0,130,31235,4802,4121,-839,5123,6300,2428,53299
2020-04-09,1171116,115.0,35610.0,4912.0,4204.0,3784.0,4974.0,5002.0,1634.0,60235.0,128,31711,4798,4055,-599,4954,5880,2250,53177
2020-04-10,1227692,91.0,34283.0,4339.0,3951.0,1566.0,5323.0,5051.0,1972.0,56576.0,121,31980,4711,3964,-1122,4833,5582,2144,52213
2020-04-11,1277200,93.0,28924.0,3628.0,4694.0,1445.0,4133.0,4754.0,1837.0,49508.0,121,31563,4644,3948,1524,4554,5266,2041,53661
2020-04-12,1370334,169.0,26308.0,3536.0,4092.0,50747.0,2821.0,3804.0,1657.0,93134.0,130,31144,4632,3916,8652,4109,5026,1923,59533
2020-04-13,1415514,112.0,27143.0,4209.0,3153.0,3141.0,2537.0,3268.0,1617.0,45180.0,125,30481,4468,3853,8721,3946,4775,1829,58199
2020-04-14,1474799,80.0,28328.0,4359.0,2972.0,17448.0,2082.0,2442.0,1574.0,59285.0,125,30237,4308,3843,11712,3696,4371,1755,60048
2020-04-15,1520872,99.0,25897.0,5102.0,2667.0,3207.0,2486.0,5103.0,1512.0,46073.0,108,29499,4298,3676,11620,3479,4203,1686,58570
2020-04-16,1584094,106.0,29638.0,5338.0,3786.0,12578.0,2866.0,7304.0,1606.0,63222.0,107,28646,4359,3616,12876,3178,4532,1682,58997
2020-04-17,1638753,413.0,33107.0,4985.0,3493.0,1891.0,3380.0,5891.0,1499.0,54659.0,153,28478,4451,3551,12922,2901,4652,1615,58723
2020-04-18,1684049,71.0,27329.0,4731.0,3491.0,3804.0,3609.0,887.0,1374.0,45296.0,150,28250,4609,3379,13259,2826,4100,1548,58121
2020-04-19,1728291,63.0,25422.0,3867.0,3047.0,1094.0,2458.0,6948.0,1343.0,44242.0,135,28123,4656,3230,6166,2774,4549,1504,51137
2020-04-20,1772621,61.0,30084.0,4877.0,2256.0,2447.0,1775.0,1536.0,1294.0,44330.0,128,28544,4751,3102,6067,2665,4302,1457,51015
2020-04-21,1815982,70.0,26075.0,4771.0,2729.0,2666.0,1785.0,3968.0,1297.0,43361.0,126,28222,4810,3067,3955,2623,4520,1418,48740
2020-04-22,1864236,56.0,29881.0,5506.0,3370.0,1799.0,2237.0,4211.0,1194.0,48254.0,120,28791,4868,3167,3754,2587,4392,1372,49052
2020-04-23,1910348,40.0,31965.0,5153.0,2646.0,-1709.0,2352.0,4635.0,1030.0,46112.0,111,29123,4841,3005,1713,2514,4011,1290,46608
2020-04-24,1946642,46.0,31965.0,4980.0,3021.0,2811.0,2337.0,-10034.0,1168.0,36294.0,58,28960,4841,2937,1845,2365,1736,1243,43984
2020-04-25,1991516,38.0,30914.0,3783.0,2357.0,1678.0,2055.0,2915.0,1134.0,44874.0,53,29472,4705,2775,1541,2143,2026,1209,43924
2020-04-26,2028567,29.0,25971.0,3475.0,2324.0,633.0,1737.0,1729.0,1153.0,37051.0,49,29551,4649,2672,1475,2040,1280,1181,42897
2020-04-27,2067219,31.0,24649.0,4707.0,1739.0,3686.0,1018.0,1831.0,991.0,38652.0,44,28774,4625,2598,1652,1932,1322,1138,42085
2020-04-28,2105365,62.0,24573.0,4724.0,2091.0,3132.0,1144.0,1308.0,1112.0,38146.0,43,28560,4618,2507,1719,1840,942,1112,41340
2020-04-29,2142843,29.0,26852.0,5445.0,2086.0,-1455.0,1304.0,2144.0,1073.0,37478.0,39,28127,4610,2323,1254,1707,647,1094,39801
2020-04-30,2183628,45.0,29702.0,4969.0,1872.0,1218.0,1478.0,518.0,983.0,40785.0,40,27804,4583,2213,1672,1582,59,1088,39040
2020-05-01,2230194,22.0,34892.0,4735.0,1965.0,526.0,1639.0,1781.0,1006.0,46566.0,37,28222,4548,2062,1345,1482,1747,1065,40507
2020-05-02,2265998,8.0,26765.0,3226.0,1900.0,792.0,945.0,1366.0,802.0,35804.0,32,27629,4469,1997,1219,1324,1525,1017,39212
2020-05-03,2297094,-16.0,23733.0,2976.0,1389.0,361.0,793.0,884.0,976.0,31096.0,26,27309,4397,1863,1180,1189,1405,992,38361
2020-05-04,2328506,-4.0,23802.0,3384.0,1221.0,562.0,679.0,545.0,1223.0,31412.0,21,27188,4208,1789,734,1140,1221,1025,37327
2020-05-05,2361749,17.0,24019.0,3689.0,1075.0,1117.0,685.0,1318.0,1323.0,33243.0,14,27109,4061,1644,446,1075,1222,1055,36626
2020-05-06,2399293,22.0,24482.0,3837.0,1444.0,4136.0,947.0,996.0,1680.0,37544.0,13,26771,3831,1552,1245,1024,1058,1142,36636
2020-05-07,2436847,11.0,27739.0,3771.0,1401.0,741.0,1284.0,1122.0,1485.0,37554.0,9,26490,3660,1485,1176,996,1145,1214,36174
2020-05-08,2473132,17.0,27183.0,3052.0,1327.0,531.0,1209.0,1410.0,1556.0,36285.0,8,25389,3419,1394,1177,935,1092,1292,34705
2020-05-09,2504877,29.0,24454.0,2150.0,1083.0,528.0,1251.0,721.0,1529.0,31745.0,11,25059,3266,1277,1139,978,999,1396,34126
2020-05-10,2529857,39.0,18746.0,2322.0,802.0,249.0,667.0,772.0,1383.0,24980.0,19,24346,3172,1193,1123,960,983,1454,33252
2020-05-11,2558714,7.0,19077.0,3588.0,744.0,315.0,357.0,3086.0,1683.0,28857.0,20,23671,3201,1125,1088,914,1346,1520,32887
2020-05-12,2590678,22.0,23382.0,3397.0,1402.0,753.0,933.0,594.0,1481.0,31964.0,21,23580,3160,1172,1036,950,1243,1542,32704
2020-05-13,2618832,14.0,20015.0,3299.0,888.0,521.0,798.0,661.0,1958.0,28154.0,20,22942,3083,1092,520,928,1195,1582,31363
2020-05-14,2652580,16.0,25890.0,2618.0,992.0,642.0,933.0,849.0,1808.0,33748.0,21,22678,2918,1034,506,878,1156,1628,30819
2020-05-15,2684932,20.0,24851.0,2521.0,789.0,513.0,913.0,643.0,2102.0,32352.0,21,22345,2842,957,503,836,1047,1706,30257
2020-05-16,2715249,18.0,24050.0,2067.0,875.0,415.0,620.0,515.0,1757.0,30317.0,19,22287,2830,927,487,746,1017,1739,30053
2020-05-17,2739030,22.0,18729.0,1826.0,675.0,140.0,583.0,0.0,1806.0,23781.0,17,22285,2759,909,471,734,907,1799,29882
2020-05-18,2768380,27.0,22308.0,2576.0,451.0,444.0,342.0,908.0,2294.0,29350.0,20,22746,2615,867,490,732,596,1887,29952
2020-05-19,2796330,16.0,20502.0,3063.0,813.0,501.0,513.0,431.0,2111.0,27950.0,19,22335,2567,783,454,672,572,1977,29379
2020-05-20,2826689,16.0,22826.0,2710.0,665.0,481.0,797.0,518.0,2346.0,30359.0,19,22737,2483,751,448,672,552,2032,29694
2020-05-21,2858962,39.0,25152.0,2554.0,642.0,267.0,745.0,482.0,2392.0,32273.0,23,22631,2474,701,394,645,500,2115,29483
2020-05-22,2890845,45.0,23828.0,2044.0,652.0,756.0,460.0,1787.0,2311.0,31883.0,26,22485,2406,682,429,580,663,2145,29416
2020-05-23,2916761,31.0,20189.0,1508.0,669.0,546.0,638.0,466.0,1869.0,25916.0,28,21933,2326,652,448,583,656,2161,28787
2020-05-24,2941522,47.0,20174.0,1355.0,531.0,-439.0,431.0,482.0,2180.0,24761.0,32,22140,2259,632,365,561,725,2215,28927
2020-05-25,2964840,47.0,19094.0,1612.0,300.0,325.0,289.0,-372.0,2023.0,23318.0,34,21681,2121,610,348,553,542,2176,28066
2020-05-26,2988985,30.0,18726.0,1659.0,397.0,255.0,432.0,859.0,1787.0,24145.0,36,21427,1920,551,313,542,603,2130,27522
2020-05-27,3012787,31.0,18763.0,1809.0,584.0,173.0,362.0,0.0,2080.0,23802.0,39,20847,1792,539,269,480,529,2092,26585
2020-05-28,3044007,23.0,21267.0,1736.0,593.0,3343.0,353.0,1647.0,2258.0,31220.0,36,20292,1675,532,708,424,696,2073,26435
2020-05-29,3075948,22.0,25082.0,1509.0,516.0,594.0,741.0,658.0,2819.0,31941.0,33,20471,1598,513,685,464,534,2145,26443
2020-05-30,3106038,9.0,23080.0,1107.0,416.0,1794.0,738.0,664.0,2282.0,30090.0,30,20884,1541,477,864,478,563,2204,27040
2020-05-31,3129666,21.0,18919.0,1070.0,333.0,232.0,286.0,251.0,2516.0,23628.0,26,20704,1500,448,959,457,530,2252,26878
2020-06-01,3153052,24.0,17840.0,1444.0,200.0,407.0,333.0,159.0,2979.0,23386.0,23,20525,1476,434,971,464,605,2389,26887
2020-06-02,3177922,15.0,20090.0,1470.0,318.0,-647.0,213.0,294.0,3117.0,24870.0,21,20720,1449,423,842,432,525,2579,26991
2020-06-03,3199394,3.0,19156.0,1348.0,321.0,-3226.0,342.0,394.0,3134.0,21472.0,17,20776,1383,385,357,429,581,2729,26658
2020-06-04,3237420,15.0,27934.0,1238.0,177.0,4360.0,394.0,334.0,3574.0,38026.0,16,21729,1312,326,502,435,393,2917,27630
2020-06-05,3269788,8.0,26439.0,1111.0,518.0,581.0,507.0,318.0,2886.0,32368.0,14,21923,1255,326,500,402,345,2927,27691
2020-06-06,3294710,11.0,20269.0,792.0,270.0,572.0,407.0,332.0,2269.0,24922.0,14,21521,1210,305,326,355,297,2925,26953
2020-06-07,3316706,9.0,17826.0,718.0,197.0,341.0,301.0,240.0,2364.0,21996.0,12,21365,1160,286,341,357,296,2903,26720
2020-06-08,3337684,6.0,16899.0,1095.0,280.0,274.0,214.0,167.0,2043.0,20978.0,10,21230,1110,297,322,340,297,2770,26376
2020-06-09,3362716,23.0,20321.0,1158.0,283.0,553.0,350.0,249.0,2095.0,25032.0,11,21263,1066,292,494,359,291,2624,26399
2020-06-10,3389108,16.0,21718.0,1188.0,202.0,625.0,318.0,314.0,2011.0,26392.0,13,21629,1043,275,1044,356,279,2463,27102
2020-06-11,3416346,10.0,22278.0,1007.0,379.0,364.0,555.0,427.0,2218.0,27238.0,12,20821,1010,304,473,379,292,2269,25561
2020-06-12,3447063,12.0,25558.0,1054.0,163.0,801.0,258.0,502.0,2369.0,30717.0,12,20696,1002,253,504,343,319,2196,25325
2020-06-13,3476190,65.0,24157.0,888.0,346.0,497.0,348.0,396.0,2430.0,29127.0,20,21251,1015,264,494,335,328,2219,25926
2020-06-14,3499724,56.0,18901.0,807.0,338.0,390.0,247.0,323.0,2472.0,23534.0,27,21405,1028,284,501,327,340,2234,26145
2020-06-15,3525071,61.0,20999.0,1028.0,301.0,136.0,192.0,181.0,2449.0,25347.0,35,21990,1019,287,481,324,342,2292,26770
2020-06-16,3554786,50.0,24549.0,1083.0,210.0,663.0,378.0,219.0,2563.0,29715.0,39,22594,1008,277,497,328,337,2359,27439
2020-06-17,3587006,41.0,27050.0,1000.0,328.0,489.0,345.0,355.0,2612.0,32220.0,42,23356,981,295,477,332,343,2445,28271
2020-06-18,3620975,44.0,28227.0,1020.0,331.0,586.0,580.0,585.0,2596.0,33969.0,47,24206,983,288,509,335,366,2499,29233
2020-06-19,3657352,6.0,31054.0,986.0,-148.0,787.0,770.0,307.0,2615.0,36377.0,46,24991,973,244,507,409,338,2534,30041
2020-06-20,3694076,63.0,31826.0,666.0,264.0,619.0,601.0,363.0,2322.0,36724.0,46,26087,941,232,524,445,333,2518,31127
2020-06-21,3724515,23.0,25836.0,624.0,224.0,343.0,687.0,334.0,2368.0,30439.0,41,27077,915,216,518,508,335,2504,32113
2020-06-22,3758971,58.0,29801.0,892.0,221.0,142.0,537.0,232.0,2573.0,34456.0,41,28335,896,204,518,557,342,2521,33414
2020-06-23,3802625,35.0,38730.0,882.0,113.0,698.0,503.0,248.0,2445.0,43654.0,39,30361,867,190,523,575,346,2504,35406
2020-06-24,3843971,22.0,36251.0,776.0,577.0,268.0,587.0,334.0,2531.0,41346.0,36,31675,835,226,492,609,343,2493,36709
2020-06-25,3888171,29.0,39298.0,697.0,296.0,255.0,630.0,400.0,2595.0,44200.0,34,33257,789,221,445,616,317,2493,38171
2020-06-26,3942928,28.0,49046.0,641.0,255.0,1263.0,477.0,419.0,2628.0,54757.0,37,35827,740,279,513,575,333,2495,40797
2020-06-27,3988675,29.0,40754.0,634.0,175.0,448.0,687.0,564.0,2456.0,45747.0,32,37102,735,266,488,587,362,2514,42086
2020-06-28,4034839,19.0,42925.0,407.0,174.0,-407.0,256.0,301.0,2489.0,46164.0,31,39544,704,259,381,525,357,2531,44332
2020-06-29,4080552,28.0,41296.0,620.0,126.0,645.0,262.0,200.0,2536.0,45713.0,27,41186,665,245,453,486,352,2526,45940
2020-06-30,4134626,6.0,49824.0,404.0,142.0,442.0,498.0,301.0,2457.0,54074.0,23,42771,597,249,416,485,360,2527,47429
2020-07-01,4188419,33.0,49122.0,63.0,182.0,990.0,466.0,388.0,2549.0,53793.0,25,44609,495,193,519,468,368,2530,49207
2020-07-02,4247724,16.0,54944.0,6.0,201.0,539.0,503.0,444.0,2652.0,59305.0,23,46844,396,179,560,450,374,2538,51365
2020-07-03,4303957,12.0,51503.0,502.0,223.0,539.0,446.0,442.0,2566.0,56233.0,20,47195,377,175,457,445,377,2529,51576
2020-07-04,4354014,23.0,45945.0,625.0,235.0,358.0,422.0,0.0,2449.0,50057.0,20,47937,375,183,444,408,297,2528,52191
2020-07-05,4411286,20.0,53730.0,519.0,192.0,12.0,239.0,0.0,2560.0,57272.0,20,49481,391,186,504,405,254,2538,53778
2020-07-06,4460136,29.0,43166.0,353.0,208.0,1018.0,219.0,1244.0,2613.0,48850.0,20,49748,353,198,557,399,403,2549,54226
2020-07-07,4521950,41.0,57230.0,584.0,137.0,454.0,390.0,341.0,2637.0,61814.0,25,50806,379,197,559,384,408,2575,55332
2020-07-08,4587423,39.0,60306.0,642.0,193.0,822.0,397.0,383.0,2691.0,65473.0,26,52403,462,198,535,374,408,2595,57001
2020-07-09,4651491,47.0,59656.0,643.0,214.0,444.0,442.0,543.0,2079.0,64068.0,30,53077,553,200,521,365,422,2514,57681
2020-07-10,4725414,41.0,68858.0,524.0,276.0,715.0,395.0,852.0,2262.0,73923.0,34,55556,556,208,546,358,480,2470,60208
2020-07-11,4789938,45.0,60439.0,826.0,188.0,251.0,378.0,0.0,2397.0,64524.0,37,57626,584,201,531,351,480,2463,62275
2020-07-12,4853455,51.0,60132.0,650.0,234.0,16.0,248.0,0.0,2186.0,63517.0,42,58541,603,207,531,353,480,2409,63167
2020-07-13,4919557,58.0,59366.0,533.0,169.0,1423.0,159.0,2045.0,2349.0,66102.0,46,60855,629,202,589,344,595,2372,65632
2020-07-14,4990300,62.0,65662.0,1244.0,114.0,62.0,412.0,666.0,2521.0,70743.0,49,62060,723,198,533,347,641,2355,66907
2020-07-15,5061393,24.0,66028.0,538.0,162.0,727.0,351.0,875.0,2388.0,71093.0,47,62877,708,194,520,341,712,2312,67710
2020-07-16,5138130,83.0,70815.0,645.0,230.0,569.0,534.0,1361.0,2500.0,76737.0,52,64471,709,196,538,354,828,2372,69520
2020-07-17,5210788,80.0,66472.0,687.0,231.0,826.0,583.0,1400.0,2379.0,72658.0,58,64131,732,190,553,381,907,2389,69339
2020-07-18,5279144,94.0,64322.0,831.0,249.0,165.0,529.0,0.0,2166.0,68356.0,65,64685,733,198,541,402,907,2356,69887
2020-07-19,5341579,171.0,58932.0,726.0,218.0,4.0,202.0,0.0,2182.0,62435.0,82,64514,743,196,539,396,907,2355,69732
2020-07-20,5412269,96.0,60663.0,586.0,190.0,1911.0,249.0,4581.0,2414.0,70690.0,87,64699,751,199,609,409,1269,2364,70387
2020-07-21,5486214,78.0,68194.0,445.0,128.0,595.0,522.0,1358.0,2625.0,73945.0,89,65061,637,201,685,424,1368,2379,70845
2020-07-22,5560081,160.0,67546.0,563.0,280.0,921.0,454.0,1357.0,2586.0,73867.0,109,65278,640,218,713,439,1437,2407,71241
2020-07-23,5636248,154.0,67887.0,779.0,306.0,1236.0,569.0,2615.0,2621.0,76167.0,119,64859,660,229,808,444,1616,2425,71160
2020-07-24,5719254,189.0,75147.0,768.0,252.0,1091.0,815.0,2255.0,2489.0,83006.0,135,66099,671,232,846,477,1738,2440,72638
2020-07-25,5787915,235.0,64201.0,770.0,274.0,84.0,781.0,0.0,2316.0,68661.0,155,66081,662,235,835,513,1738,2462,72682
2020-07-26,5847642,240.0,55840.0,751.0,254.0,4.0,305.0,0.0,2333.0,59727.0,165,65640,666,241,835,528,1738,2483,72295
2020-07-27,5920071,226.0,59724.0,688.0,168.0,2488.0,340.0,6361.0,2434.0,72429.0,183,65506,681,237,917,541,1992,2486,72543
2020-07-28,5991562,217.0,64830.0,550.0,202.0,564.0,633.0,1828.0,2667.0,71491.0,203,65025,696,248,913,557,2059,2492,72193
