Date,Total,China_daily,US_daily,United_Kingdom_daily,Italy_daily,France_daily,Germany_daily,Spain_daily,Iran_daily,Total_daily,China_daily_7d,US_daily_7d,United_Kingdom_daily_7d,Italy_daily_7d,France_daily_7d,Germany_daily_7d,Spain_daily_7d,Iran_daily_7d,Total_daily_7d
2022-01-25,140893529,206.0,493130.0,95295.0,211277.0,503349.0,126955.0,114877.0,9378.0,1554467.0,150,652066,93790,170599,367017,113895,125256,5673,1528446
2022-01-26,142528274,231.0,624003.0,102445.0,170940.0,427722.0,164000.0,133553.0,11851.0,1634745.0,167,611497,92962,166310,365754,121278,121772,6786,1486525
2022-01-27,144029948,275.0,506266.0,97187.0,156040.0,393597.0,203136.0,130888.0,14285.0,1501674.0,191,579176,91395,160192,360937,131221,117978,8161,1449251
2022-01-28,145557989,225.0,614033.0,89340.0,144347.0,354269.0,190148.0,118922.0,16757.0,1528041.0,206,546755,90373,154299,354201,138362,114810,9801,1408808
2022-01-29,146480394,230.0,178617.0,72819.0,137427.0,332415.0,189166.0,0.0,11731.0,922405.0,222,529060,89691,148598,346069,146034,114810,10977,1385461
2022-01-30,147235986,200.0,197933.0,62916.0,104110.0,249467.0,118970.0,0.0,21996.0,755592.0,220,505137,87928,143115,338615,150824,114810,13384,1354034
2022-01-31,149062111,206.0,542226.0,848169.0,57631.0,88457.0,78318.0,182123.0,28995.0,1826125.0,225,450887,195453,140253,335611,152956,97195,16428,1389007
2022-02-01,150324415,219.0,325381.0,113107.0,133306.0,414735.0,162613.0,77873.0,35070.0,1262304.0,227,426923,197998,129114,322952,158050,91908,20098,1347269
2022-02-02,151510968,181.0,329502.0,87597.0,119323.0,317070.0,208498.0,86222.0,38160.0,1186553.0,219,384851,195876,121741,307144,164407,85147,23856,1283242
2022-02-03,152618974,263.0,274791.0,95704.0,112956.0,276409.0,236120.0,74368.0,37395.0,1108006.0,218,351783,195665,115586,290403,169119,77073,27158,1227004
2022-02-04,153685737,208.0,354940.0,82620.0,100900.0,242349.0,248838.0,0.0,36908.0,1066763.0,215,314770,194705,109379,274415,177503,60084,30036,1161107
2022-02-05,154381882,447.0,86406.0,60601.0,93192.0,214554.0,217815.0,0.0,23130.0,696145.0,246,301597,192959,103060,257577,181596,60084,31665,1128784
2022-02-06,154922504,452.0,83464.0,53722.0,78943.0,155439.0,133173.0,0.0,35429.0,540622.0,282,285244,191646,99464,244145,183625,60084,33584,1098074
2022-02-07,155754910,765.0,346393.0,63947.0,41602.0,48858.0,95267.0,195755.0,39819.0,832406.0,362,257268,79614,97175,238488,186046,62031,35130,956114
2022-02-08,156629965,768.0,214264.0,66745.0,102429.0,238690.0,169571.0,43831.0,38757.0,875055.0,441,241394,72991,92764,213338,187040,57168,35657,900793
2022-02-09,157308458,1207.0,188400.0,67980.0,81669.0,3063.0,234250.0,62839.0,39085.0,678493.0,587,221237,70188,87384,168480,190719,53828,35789,828213
2022-02-10,158390445,1113.0,171273.0,164474.0,76195.0,334334.0,247862.0,53055.0,33681.0,1081987.0,709,206449,80013,82133,176755,192397,50783,35258,824496
2022-02-11,159182570,1480.0,209320.0,58860.0,67478.0,134564.0,240172.0,49004.0,31247.0,792125.0,890,185646,76618,77358,161357,191159,57783,34450,785262
2022-02-12,159691229,1612.0,51862.0,45956.0,62221.0,118621.0,209789.0,0.0,18598.0,508659.0,1057,180711,74526,72934,147653,190012,57783,33802,758478
2022-02-13,160082085,1459.0,58312.0,41203.0,52345.0,86565.0,125160.0,0.0,25812.0,390856.0,1201,177118,72738,69134,137814,188867,57783,32428,737083
2022-02-14,160531713,2181.0,170182.0,41739.0,28776.0,32623.0,76465.0,68706.0,28956.0,449628.0,1403,151945,69565,67302,135494,186181,39634,30877,682400
2022-02-15,160982609,1761.0,111175.0,46341.0,71023.0,1965.0,159217.0,34380.0,25034.0,450896.0,1545,137218,66650,62815,101676,184702,38283,28916,621806
2022-02-16,161733311,4395.0,114838.0,54281.0,59869.0,243929.0,219972.0,37108.0,16310.0,750702.0,2000,126709,64693,59701,136086,182662,34608,25663,632122
2022-02-17,162333262,6227.0,101698.0,52969.0,58055.0,93618.0,235626.0,34213.0,17545.0,599951.0,2731,116770,48764,57110,101698,180914,31916,23357,563260
2022-02-18,162939715,3806.0,145176.0,47659.0,53700.0,86132.0,220048.0,30615.0,19317.0,606453.0,3063,107606,47164,55141,94779,178040,29289,21653,536735
2022-02-19,163345013,6281.0,31406.0,39221.0,50675.0,76552.0,189105.0,0.0,12058.0,405298.0,3730,104684,46202,53492,88769,175085,29289,20719,521969
2022-02-20,163641486,6247.0,23001.0,31010.0,42202.0,59014.0,118032.0,0.0,16967.0,296473.0,4414,99639,44746,52043,84833,174066,29289,19455,508486
2022-02-21,163957547,7697.0,82888.0,38741.0,24484.0,20496.0,73867.0,48778.0,19110.0,316061.0,5202,87169,44317,51430,83101,173695,26442,18049,489405
2022-02-22,164422804,6451.0,89348.0,41635.0,60137.0,97518.0,125902.0,22193.0,22073.0,465257.0,5872,84051,43645,49875,96751,168936,24701,17626,491456
2022-02-23,164939507,8913.0,85148.0,40617.0,49162.0,74559.0,209052.0,33912.0,15340.0,516703.0,6517,79809,41693,48345,72556,167376,24244,17487,458028
2022-02-24,165436288,9121.0,67078.0,38961.0,47493.0,68957.0,216322.0,35892.0,12957.0,496781.0,6931,74864,39692,46836,69033,164618,24484,16832,443289
2022-02-25,165904135,10333.0,74379.0,32000.0,42069.0,58824.0,210743.0,27527.0,11972.0,467847.0,7863,64750,37455,45175,65131,163289,24043,15782,423489
2022-02-26,166302262,74860.0,47412.0,0.0,39360.0,53623.0,175833.0,0.0,7039.0,398127.0,17660,67036,31852,43558,61856,161393,24043,15065,422464
2022-02-27,166563638,51240.0,18221.0,0.0,31878.0,42600.0,107913.0,0.0,9524.0,261376.0,24088,66353,27422,42083,59511,159947,24043,14002,417450
2022-02-28,166908986,56537.0,98923.0,82530.0,18278.0,15769.0,62349.0,0.0,10962.0,345348.0,31065,68644,33678,41197,58836,158302,17075,12838,421634
2022-03-01,167429940,56013.0,46709.0,99670.0,47136.0,81442.0,122111.0,58561.0,9312.0,520954.0,38145,62553,41968,39339,56539,157760,22270,11015,429591
2022-03-02,167913100,76713.0,53412.0,45303.0,37946.0,58343.0,186406.0,18803.0,6234.0,483160.0,47831,58019,42638,37737,54223,154525,20112,9714,424799
2022-03-03,168429930,77402.0,48618.0,45895.0,42588.0,61742.0,210673.0,23140.0,6772.0,516830.0,57585,55382,43628,37036,53192,153718,18290,8831,427663
2022-03-04,168942445,73094.0,51265.0,44891.0,38353.0,58449.0,217593.0,22400.0,6470.0,512515.0,66551,52080,45470,36506,53138,154697,17558,8045,434044
2022-03-05,169316760,68053.0,14921.0,0.0,41364.0,53678.0,192210.0,0.0,4089.0,374315.0,65579,47438,45470,36792,53146,157036,17558,7623,430643
2022-03-06,169573167,40319.0,12396.0,0.0,35889.0,45328.0,116889.0,0.0,5586.0,256407.0,64019,46606,45470,37365,53536,158319,17558,7061,429933
2022-03-07,169961147,37143.0,64089.0,126908.0,22662.0,16327.0,78428.0,35997.0,6426.0,387980.0,61248,41630,51810,37991,53616,160616,22700,6413,436023
2022-03-08,170433796,39512.0,29754.0,63149.0,60753.0,93692.0,156799.0,23149.0,5841.0,472649.0,58891,39208,46592,39936,55366,165571,17641,5917,429122
2022-03-09,170934222,31127.0,37705.0,68655.0,49815.0,70326.0,215854.0,21936.0,5008.0,500426.0,52379,36964,49928,41632,57077,169778,18089,5742,431589
2022-03-10,171520817,32751.0,46589.0,84746.0,55156.0,75562.0,262752.0,22615.0,6424.0,586595.0,46000,36674,55478,43427,59052,177218,18014,5692,441555
2022-03-11,172077252,30606.0,49717.0,73054.0,53961.0,72459.0,252836.0,19849.0,3953.0,556435.0,39930,36453,59502,45657,61053,182253,17649,5332,447830
2022-03-12,172481285,29267.0,10217.0,0.0,54720.0,70524.0,237086.0,0.0,2219.0,404033.0,34389,35781,59502,47565,63460,188663,17649,5065,452075
2022-03-13,172787204,35868.0,11050.0,0.0,50028.0,59036.0,146607.0,0.0,3330.0,305919.0,33753,35589,59502,49585,65418,192909,17649,4743,459148
2022-03-14,173171917,29136.0,35393.0,171669.0,29698.0,22626.0,92378.0,0.0,3813.0,384713.0,32610,31489,65896,50590,66318,194902,12507,4370,458681
2022-03-15,173791783,32827.0,24384.0,120682.0,86414.0,117382.0,198888.0,36066.0,3223.0,619866.0,31655,30722,74115,54256,69702,200914,14352,3996,479712
2022-03-16,174414067,33495.0,46137.0,93943.0,74147.0,108959.0,262593.0,0.0,3010.0,622284.0,31993,31927,77728,57732,75221,207591,11219,3710,497121
2022-03-17,175064252,23540.0,53166.0,91206.0,82368.0,102394.0,294931.0,0.0,2580.0,650185.0,30677,32866,78651,61619,79054,212188,7988,3161,506205
2022-03-18,175753678,24135.0,31347.0,93093.0,78577.0,97657.0,297845.0,64597.0,2175.0,689426.0,29753,30242,81513,65136,82654,218618,14380,2907,525204
2022-03-19,176221987,21993.0,10882.0,0.0,75768.0,98104.0,260239.0,0.0,1323.0,468309.0,28713,30337,81513,68143,86594,221926,14380,2779,534386
2022-03-20,176526744,16859.0,11443.0,0.0,61564.0,81283.0,131792.0,0.0,1816.0,304757.0,25998,30393,81513,69791,89772,219809,14380,2563,534220
2022-03-21,176965439,18461.0,42277.0,226411.0,33445.0,24533.0,92314.0,0.0,1254.0,438695.0,24473,31377,89334,70326,90045,219800,14380,2197,541932
2022-03-22,177662190,21075.0,24568.0,95670.0,96904.0,181185.0,222080.0,54147.0,1122.0,696751.0,22794,31403,85760,71825,99159,223113,16963,1897,552915
2022-03-23,178339936,16648.0,40689.0,103078.0,78358.0,154118.0,283732.0,0.0,1123.0,677746.0,20387,30625,87065,72426,105611,226133,16963,1628,560838
2022-03-24,179044603,17182.0,42990.0,101587.0,82648.0,140528.0,318387.0,0.0,1345.0,704667.0,19479,29171,88548,72466,111058,229484,16963,1451,568622
2022-03-25,179775437,15248.0,46424.0,78226.0,76397.0,143619.0,296498.0,72892.0,1530.0,730834.0,18209,31325,86425,72155,117624,229292,18148,1359,574537
2022-03-26,180266828,14435.0,9414.0,1.0,74616.0,139517.0,252026.0,0.0,1382.0,491391.0,17130,31115,86425,71990,123540,228118,18148,1367,577834
2022-03-27,180576519,13621.0,11761.0,0.0,60612.0,110174.0,111224.0,0.0,2299.0,309691.0,16667,31160,86425,71854,127668,225180,18148,1436,578539
2022-03-28,180976492,13880.0,38912.0,215398.0,31560.0,29807.0,67501.0,0.0,2915.0,399973.0,16013,30680,84851,71585,128421,221635,18148,1674,573008
2022-03-29,181711621,14911.0,24063.0,81462.0,100296.0,217669.0,237352.0,56633.0,2743.0,735129.0,15132,30608,82822,72070,133633,223817,18504,1905,578490
2022-03-30,182367484,15924.0,39031.0,88946.0,71411.0,169087.0,268477.0,0.0,2987.0,655863.0,15029,30371,80803,71077,135772,221638,18504,2172,575364
2022-03-31,183275718,13688.0,45461.0,75050.0,74364.0,169697.0,527487.0,0.0,2487.0,908234.0,14530,30724,77012,69894,139939,251509,18504,2335,604445
2022-04-01,183663958,14863.0,32035.0,69776.0,77040.0,149053.0,-56.0,43265.0,2264.0,388240.0,14475,28668,75805,69986,140715,209144,14271,2440,555503
2022-04-02,184091341,13784.0,11730.0,0.0,71412.0,132114.0,196456.0,0.0,1887.0,427383.0,14382,28999,75805,69528,139657,201206,14271,2512,546359
2022-04-03,184386060,16751.0,4236.0,0.0,55009.0,102266.0,115182.0,0.0,1275.0,294719.0,14829,27924,75805,68727,138528,201771,14271,2365,544220
2022-04-04,184640996,16063.0,28497.0,143410.0,31329.0,32118.0,0.0,0.0,3519.0,254936.0,15141,26436,65521,68694,138858,192128,14271,2452,523501
2022-04-05,185248280,19903.0,25582.0,51042.0,88914.0,209752.0,180397.0,27079.0,4615.0,607284.0,15854,26653,61175,67068,137727,183992,10049,2719,505237
2022-04-06,186010619,28521.0,40486.0,51533.0,69885.0,150972.0,416714.0,0.0,4228.0,762339.0,17653,26861,55830,66850,135139,205169,10049,2896,520448
2022-04-07,186542762,28238.0,47018.0,48666.0,70123.0,159035.0,175263.0,0.0,3800.0,532143.0,19732,27083,52061,66245,133616,154851,10049,3084,466721
2022-04-08,187118771,27252.0,87432.0,41984.0,67641.0,149007.0,150675.0,48834.0,3184.0,576009.0,21502,34997,48091,64902,133609,176384,10845,3215,493545
2022-04-09,187422178,27126.0,12851.0,0.0,64421.0,141781.0,55471.0,0.0,1757.0,303407.0,23408,35157,48091,63903,134990,156243,10845,3197,475834
2022-04-10,187654544,27909.0,9200.0,0.0,53920.0,107654.0,30789.0,0.0,2894.0,232366.0,25002,35867,48091,63748,135760,144187,10845,3428,466926
2022-04-11,188072255,24975.0,43574.0,91352.0,28705.0,25538.0,200442.0,0.0,3125.0,417711.0,26275,38020,40654,63373,134820,172822,10845,3372,490180
2022-04-12,188579494,24597.0,27853.0,38583.0,84056.0,190762.0,138651.0,0.0,2737.0,507239.0,26945,38345,38874,62679,132107,166858,6976,3104,475888
2022-04-13,189060923,25960.0,41192.0,37464.0,62586.0,146503.0,165368.0,0.0,2356.0,481429.0,26580,38446,36864,61636,131469,130951,6976,2836,435758
2022-04-14,189534881,23794.0,54543.0,33382.0,65617.0,137564.0,156864.0,0.0,2194.0,473958.0,25945,39521,34681,60992,128401,128323,6976,2607,427446
2022-04-15,189855173,53897.0,39149.0,0.0,62290.0,125394.0,37568.0,0.0,1994.0,320292.0,29751,32623,28683,60228,125028,112165,0,2437,390915
2022-04-16,190085610,1083.0,12439.0,0.0,64533.0,111583.0,39784.0,0.0,1015.0,230437.0,26031,32564,28683,60244,120714,109924,0,2331,380490
