Date,Confirmed,Deaths,Confirmed_daily,Deaths_daily,Confirmed_daily_seven_rolling,Deaths_daily_seven_rolling
2021-07-01,183148177,3956503,435691,8547,377412,7895
2021-07-02,183590581,3964846,442404,8343,380899,7768
2021-07-03,183965141,3971764,374560,6918,382523,7682
2021-07-04,184293366,3978382,328225,6618,384977,7759
2021-07-05,184670047,3985742,376681,7360,391201,7875
2021-07-06,185120673,3994232,450626,8490,401087,7925
2021-07-07,185585716,4002771,465043,8539,410461,7831
2021-07-08,186067519,4011679,481803,8908,417049,7882
2021-07-09,186581412,4020050,513893,8371,427262,7886
2021-07-10,187003460,4026651,422048,6601,434046,7841
2021-07-11,187374019,4034264,370559,7613,440093,7983
2021-07-12,187806270,4042328,432251,8064,448032,8084
2021-07-13,188332239,4050711,525969,8383,458795,8068
2021-07-14,188870189,4059318,537950,8607,469210,8078
2021-07-15,189446635,4067943,576446,8625,482731,8038
2021-07-16,190042655,4076686,596020,8743,494463,8091
2021-07-17,190533173,4084203,490518,7517,504245,8222
2021-07-18,190954486,4090742,421313,6539,511495,8068
2021-07-19,191440779,4097881,486293,7139,519216,7936
2021-07-20,191973342,4118607,532563,20726,520158,9699
2021-07-21,192529117,4127267,555775,8660,522704,9707
2021-07-22,193094481,4136039,565364,8772,521121,9728
2021-07-23,193822688,4144358,728207,8319,540005,9667
2021-07-24,194255794,4153052,433106,8694,531803,9836
2021-07-25,194702066,4160384,446272,7332,535369,9949
2021-07-26,195240235,4168797,538169,8413,542779,10131
2021-07-27,195846899,4178640,606664,9843,553365,8576
2021-07-28,196496923,4188793,650024,10153,566829,8789
2021-07-29,197139976,4199056,643053,10263,577928,9002
2021-07-30,197872571,4208607,732595,9551,578555,9178
2021-07-31,198391486,4217440,518915,8833,590813,9198
2021-08-01,198875665,4224807,484179,7367,596228,9203
2021-08-02,199443161,4232852,567496,8045,600418,9151
2021-08-03,200077681,4243256,634520,10404,604397,9231
2021-08-04,200758017,4253756,680336,10500,608728,9280
2021-08-05,201443373,4264706,685356,10950,614771,9379
2021-08-06,202263081,4275153,819708,10447,627216,9507
2021-08-07,202826624,4283820,563543,8667,633591,9483
2021-08-08,203296529,4291259,469905,7439,631552,9493
2021-08-09,203910612,4300015,614083,8756,638207,9595
2021-08-10,204556461,4311606,645849,11591,639826,9764
2021-08-11,205287051,4322122,730590,10516,647005,9767
2021-08-12,205993035,4332626,705984,10504,649952,9703
2021-08-13,206794999,4343083,801964,10457,647417,9704
2021-08-14,207352369,4351807,557370,8724,646535,9712
2021-08-15,207822568,4359219,470199,7412,646577,9709
2021-08-16,208477534,4368979,654966,9760,652417,9852
2021-08-17,209159680,4379748,682146,10769,657603,9735
2021-08-18,209895653,4390561,735973,10813,658372,9777
2021-08-19,210607624,4402001,711971,11440,659227,9911
2021-08-20,211392868,4412487,785244,10486,656838,9915
2021-08-21,211958726,4421394,565858,8907,658051,9941
2021-08-22,212412489,4429082,453763,7688,655703,9980
2021-08-23,213083549,4439029,671060,9947,658002,10007
2021-08-24,213760144,4450069,676595,11040,657209,10046
2021-08-25,214497353,4461417,737209,11348,657386,10122
2021-08-26,215233641,4473015,736288,11598,660860,10145
2021-08-27,215985195,4483359,751554,10344,656047,10125
2021-08-28,216551398,4491807,566203,8448,656096,10059
2021-08-29,217005390,4498545,453992,6738,656129,9923
2021-08-30,217659628,4508005,654238,9460,653726,9854
2021-08-31,218280898,4517214,621270,9209,645822,9592
2021-09-01,219000231,4529702,719333,12488,643268,9755
2021-09-02,219676549,4540913,676318,11211,634701,9700
2021-09-03,220400668,4551613,724119,10700,630782,9751
2021-09-04,220906759,4559352,506091,7739,622194,9649
2021-09-05,221362690,4565831,455931,6479,622471,9612
2021-09-06,221821940,4573840,459250,8009,594616,9405
2021-09-07,222478184,4584328,656244,10488,599612,9588
2021-09-08,223115208,4594429,637024,10101,587854,9247
2021-09-09,223755136,4605142,639928,10713,582655,9176
2021-09-10,224414378,4614334,659242,9192,573387,8960
2021-09-11,224892541,4622726,478163,8392,569397,9053
2021-09-12,225269501,4628306,376960,5580,558116,8925
2021-09-13,225831661,4637341,562160,9035,572817,9072
2021-09-14,226382316,4647239,550655,9898,557733,8987
2021-09-15,226949475,4657706,567159,10467,547752,9040
2021-09-16,227536585,4668180,587110,10474,540207,9005
2021-09-17,228159977,4677223,623392,9043,535086,8984
2021-09-18,228691015,4683766,531038,6543,542639,8720
2021-09-19,229060019,4689794,369004,6028,541503,8784
2021-09-20,229576329,4697932,516310,8138,534953,8656
2021-09-21,230065643,4707355,489314,9423,526190,8588
2021-09-22,230600342,4717094,534699,9739,521552,8484
2021-09-23,231148056,4726946,547714,9852,515924,8395
2021-09-24,231697328,4735665,549272,8719,505336,8349
2021-09-25,232077347,4741180,380019,5515,483762,8202
2021-09-26,232439247,4746649,361900,5469,482747,8122
2021-09-27,232909032,4754271,469785,7622,476100,8048
2021-09-28,233360421,4763667,451389,9396,470683,8045
2021-09-29,233851041,4772938,490620,9271,464386,7978
2021-09-30,234340438,4781771,489397,8833,456055,7832
2021-10-01,234862666,4790395,522228,8624,452191,7819
2021-10-02,235219823,4796358,357157,5963,448925,7883
2021-10-03,235534134,4800641,314311,4283,442127,7713
2021-10-04,235968653,4807688,434519,7047,437089,7631
2021-10-05,236391351,4815096,422698,7408,432990,7347
2021-10-06,236898796,4824263,507445,9167,435394,7332
2021-10-07,237360236,4833182,461440,8919,431400,7344
2021-10-08,237836322,4840732,476086,7550,424808,7191
2021-10-09,238183753,4845634,347431,4902,423419,7039
2021-10-10,238506140,4850329,322387,4695,424572,7098
2021-10-11,238880802,4856064,374662,5735,416021,6911
2021-10-12,239319201,4864132,438399,8068,418264,7005
2021-10-13,239776316,4873048,457115,8916,411074,6969
2021-10-14,240229852,4881003,453536,7955,409945,6832
2021-10-15,240688651,4888198,458799,7195,407476,6781
2021-10-16,241039445,4893557,350794,5359,407956,6846
2021-10-17,241359592,4897845,320147,4288,407636,6788
2021-10-18,241769765,4904250,410173,6405,412709,6884
2021-10-19,242201982,4912482,432217,8232,411826,6907
2021-10-20,242678202,4921159,476220,8677,414555,6873
2021-10-21,243140623,4928821,462421,7662,415824,6831
2021-10-22,243633498,4937006,492875,8185,420692,6973
2021-10-23,244017010,4942892,383512,5886,425366,7048
2021-10-24,244337844,4947423,320834,4531,425465,7083
2021-10-25,244764051,4954116,426207,6693,427755,7124
2021-10-26,245190193,4961902,426142,7786,426887,7060
2021-10-27,245704870,4971047,514677,9145,432381,7127
2021-10-28,246188053,4979941,483183,8894,435347,7303
2021-10-29,246684172,4987742,496119,7801,435811,7248
2021-10-30,247078252,4993808,394080,6066,437320,7274
2021-10-31,247441791,4998323,363539,4515,443421,7271
2021-11-01,247862939,5004550,421148,6227,442698,7205
2021-11-02,248267015,5011705,404076,7155,439546,7115
2021-11-03,248791446,5020142,524431,8437,440939,7014
2021-11-04,249311355,5027749,519909,7607,446186,6830
2021-11-05,249835638,5036379,524283,8630,450209,6948
2021-11-06,250273075,5043130,437437,6751,456403,7046
2021-11-07,250633834,5047630,360759,4500,456006,7044
2021-11-08,251104863,5054205,471029,6575,463132,7094
2021-11-09,251572196,5062306,467333,8101,472169,7229
2021-11-10,252149324,5070583,577128,8277,479697,7206
2021-11-11,252670145,5078264,520821,7681,479827,7216
2021-11-12,253268010,5087293,597865,9029,490339,7273
2021-11-13,253709049,5093750,441039,6457,490853,7231
2021-11-14,254087547,5098387,378498,4637,493388,7251
2021-11-15,254614006,5105091,526459,6704,501306,7269
2021-11-16,255119474,5112782,505468,7691,506754,7211
2021-11-17,255738287,5121983,618813,9201,512709,7343
2021-11-18,256359795,5130367,621508,8384,527093,7443
2021-11-19,256975937,5138374,616142,8007,529704,7297
2021-11-20,257476267,5144616,500330,6242,538174,7267
2021-11-21,257896926,5149188,420659,4572,544197,7257
2021-11-22,258498491,5156226,601565,7038,554926,7305
2021-11-23,259088786,5164266,590295,8040,567045,7355
2021-11-24,259749821,5172889,661035,8623,573076,7272
2021-11-25,260348236,5180720,598415,7831,569777,7193
2021-11-26,260958536,5187603,610300,6883,568943,7033
2021-11-27,261442001,5193759,483465,6156,566533,7020
2021-11-28,261872471,5198598,430470,4839,567935,7059
2021-11-29,262503351,5206035,630880,7437,572123,7116
2021-11-30,263103570,5214076,600219,8041,573541,7116
2021-12-01,263808393,5223401,704823,9325,579796,7216
2021-12-02,264514416,5233564,706023,10163,595169,7549
2021-12-03,265243812,5242115,729396,8551,612182,7787
2021-12-04,265779007,5247925,535195,5810,619572,7738
2021-12-05,266238363,5255326,459356,7401,623699,8104
2021-12-06,266837354,5262171,598991,6845,619143,8019
2021-12-07,267477689,5270013,640335,7842,624874,7991
2021-12-08,268190740,5278327,713051,8314,626050,7847
2021-12-09,268888034,5286892,697294,8565,624803,7618
2021-12-10,269581599,5294954,693565,8062,619684,7548
2021-12-11,270102238,5301315,520639,6361,617604,7627
2021-12-12,270557955,5305892,455717,4577,617085,7224
2021-12-13,271168627,5312131,610672,6239,618753,7137
2021-12-14,271806819,5319931,638192,7800,618447,7131
2021-12-15,272546235,5329015,739416,9084,622214,7241
2021-12-16,273288914,5336420,742679,7405,628697,7075
2021-12-17,274056452,5343698,767538,7278,639265,6963
2021-12-18,274626704,5349753,570252,6055,646352,6920
2021-12-19,275139094,5354168,512390,4415,654448,6897
2021-12-20,275875635,5360781,736541,6613,672430,6950
2021-12-21,276632039,5368447,756404,7666,689317,6931
2021-12-22,277542581,5378823,910542,10376,713764,7115
2021-12-23,278549328,5386072,1006747,7249,751488,7093
2021-12-24,279441137,5392175,891809,6103,769241,6925
2021-12-25,280143261,5396516,702124,4341,788080,6680
2021-12-26,280723328,5400289,580067,3773,797748,6589
2021-12-27,281991534,5406610,1268206,6321,873700,6547
2021-12-28,283318084,5414187,1326550,7577,955149,6534
2021-12-29,285014489,5422062,1696405,7875,1067415,6177
2021-12-30,286956973,5429648,1942484,7586,1201092,6225
2021-12-31,288702918,5436385,1745945,6737,1323112,6316
2022-01-01,289928499,5440821,1225581,4436,1397891,6329
2022-01-02,290848465,5444100,919966,3279,1446448,6259
2022-01-03,293207625,5449830,2359160,5730,1602299,6174
2022-01-04,295707620,5457794,2499995,7964,1769934,6230
2022-01-05,298281697,5465721,2574077,7927,1895315,6237
2022-01-06,300939650,5473352,2657953,7631,1997525,6243
2022-01-07,303883455,5480605,2943805,7253,2168648,6317
2022-01-08,306062481,5486154,2179026,5549,2304855,6476
2022-01-09,308098481,5490156,2036000,4002,2464288,6579
2022-01-10,311286657,5496572,3188176,6416,2582719,6677
2022-01-11,314318499,5505829,3031842,9257,2658697,6862
2022-01-12,317771465,5515029,3452966,9200,2784253,7044
2022-01-13,320953420,5523359,3181955,8330,2859110,7144
2022-01-14,324269276,5531354,3315856,7995,2912260,7250
2022-01-15,326766141,5537758,2496865,6404,2957666,7372
2022-01-16,328944049,5542128,2177908,4370,2977938,7425
2022-01-17,331605207,5548217,2661158,6089,2902650,7378
2022-01-18,335365768,5557505,3760561,9288,3006753,7382
2022-01-19,339454794,5567559,4089026,10054,3097618,7504
2022-01-20,343160300,5577247,3705506,9688,3172411,7698
2022-01-21,346995996,5587202,3835696,9955,3246674,7978
2022-01-22,349785095,5593449,2789099,6247,3288422,7956
2022-01-23,352241709,5598467,2456614,5018,3328237,8048
2022-01-24,355664142,5606968,3422433,8501,3436991,8393
2022-01-25,359315173,5617692,3651031,10724,3421344,8598
2022-01-26,362977513,5628287,3662340,10595,3360388,8675
2022-01-27,366733894,5638821,3756381,10534,3367656,8796
2022-01-28,370353940,5651060,3620046,12239,3336849,9123
2022-01-29,373094973,5659104,2741033,8044,3329983,9379
2022-01-30,375411593,5664764,2316620,5660,3309983,9471
2022-01-31,378898305,5674484,3486712,9720,3319166,9645
2022-02-01,382058803,5688480,3160498,13996,3249090,10113
2022-02-02,385247362,5700656,3188559,12176,3181407,10338
2022-02-03,388420043,5712365,3172681,11709,3098021,10506
2022-02-04,391364751,5725509,2944708,13144,3001544,10636
2022-02-05,393664575,5733888,2299824,8379,2938515,10683
2022-02-06,395536584,5739758,1872009,5870,2874999,10713
2022-02-07,398132675,5750605,2596091,10847,2747767,10874
2022-02-08,400757381,5763661,2624706,13056,2671225,10740
2022-02-09,403196058,5776954,2438677,13293,2564099,10900
2022-02-10,405975896,5788716,2779838,11762,2507979,10907
2022-02-11,408397574,5800898,2421678,12182,2433260,10770
2022-02-12,410316973,5809724,1919399,8826,2378914,10834
2022-02-13,411834455,5814923,1517482,5199,2328267,10738
2022-02-14,413533932,5825785,1699477,10862,2200180,10740
2022-02-15,415413492,5836502,1879560,10717,2093730,10406
2022-02-16,417650987,5849486,2237495,12984,2064990,10362
2022-02-17,419707976,5861869,2056989,12383,1961726,10450
2022-02-18,421687213,5872514,1979237,10645,1898520,10231
2022-02-19,423315769,5881022,1628556,8508,1856971,10185
2022-02-20,424641031,5886415,1325262,5393,1829511,10213
2022-02-21,426036968,5893583,1395937,7168,1786148,9685
2022-02-22,427749047,5903733,1712079,10150,1762222,9604
2022-02-23,429676087,5915748,1927040,12015,1717871,9466
2022-02-24,431444205,5926525,1768118,10777,1676604,9237
2022-02-25,433081005,5935378,1636800,8853,1627685,8981
2022-02-26,434510151,5941897,1429146,6519,1599197,8696
2022-02-27,435657010,5946387,1146859,4490,1573711,8567
2022-02-28,437015803,5954001,1358793,7614,1568405,8631
2022-03-01,438639552,5962176,1623749,8175,1555786,8349
2022-03-02,440300042,5970165,1660490,7989,1517708,7774
2022-03-03,442056325,5978342,1756283,8177,1516017,7402
2022-03-04,443810172,5986924,1753847,8582,1532738,7364
2022-03-05,445279837,5992605,1469665,5681,1538527,7244
2022-03-06,446492187,5996677,1212350,4072,1547882,7184
2022-03-07,447915024,6004209,1422837,7532,1557032,7173
2022-03-08,449665818,6011475,1750794,7266,1575181,7043
2022-03-09,451505161,6019271,1839343,7796,1600731,7015
2022-03-10,453366072,6026792,1860911,7521,1615678,6921
2022-03-11,455216502,6033268,1850430,6476,1629476,6621
2022-03-12,456964861,6037979,1748359,4711,1669289,6482
2022-03-13,458246184,6041327,1281323,3348,1679142,6379
2022-03-14,459875566,6046593,1629382,5266,1708649,6055
2022-03-15,461678072,6051908,1802506,5315,1716036,5776
2022-03-16,463901519,6058692,2223447,6784,1770908,5632
2022-03-17,465954428,6065766,2052909,7074,1798337,5568
2022-03-18,467868149,6071185,1913721,5419,1807378,5417
2022-03-19,469577252,6075019,1709103,3834,1801770,5291
2022-03-20,470647389,6078084,1070137,3065,1771601,5251
2022-03-21,472118029,6094399,1470640,16315,1748923,6829
2022-03-22,474093465,6099303,1975436,4904,1773628,6771
2022-03-23,475866103,6105144,1772638,5841,1709226,6636
2022-03-24,477617482,6110404,1751379,5260,1666151,6377
2022-03-25,479458583,6119371,1841101,8967,1655776,6884
2022-03-26,480815100,6122298,1356517,2927,1605407,6754
2022-03-27,481727049,6124662,911949,2364,1582809,6654
2022-03-28,483219734,6128734,1492685,4072,1585958,4905
2022-03-29,484968478,6133504,1748744,4770,1553573,4886
2022-03-30,486560758,6138489,1592280,4985,1527808,4764
2022-03-31,488406809,6143294,1846051,4805,1541332,4699
2022-04-01,489571518,6147833,1164709,4539,1444705,4066
2022-04-02,490616434,6150482,1044916,2649,1400191,4026
2022-04-03,491405149,6152101,788715,1619,1382586,3920
2022-04-04,492310289,6155027,905140,2926,1298651,3756
2022-04-05,493669057,6159243,1358768,4216,1242940,3677
2022-04-06,495122641,6166840,1453584,7597,1223126,4050
2022-04-07,496338419,6170907,1215778,4067,1133087,3945
2022-04-08,497531675,6175012,1193256,4105,1137165,3883
2022-04-09,498299996,6177309,768321,2297,1097652,3832
2022-04-10,498868313,6178789,568317,1480,1066166,3813
2022-04-11,499843502,6181737,975189,2948,1076173,3816
2022-04-12,500880363,6185040,1036861,3303,1030187,3685
2022-04-13,501920234,6189593,1039871,4553,971085,3250
2022-04-14,502892186,6193401,971952,3808,936252,3213
2022-04-15,503606396,6195647,714210,2246,867817,2948
2022-04-16,504155459,6197159,549063,1512,836495,2836
